name,Class,Rscore,label,image,usage
ET0251380,2,0.6625,3cl/v2-0-0/labels/ET0251380_5184_2019-02.tif,3cl/v2-0-0/images/ET0251380_2019-02.tif.tif,validate
SN0522242,2,0.6305841924398625,3cl/v2-0-0/labels/SN0522242_20958_2020-02.tif,3cl/v2-0-0/images/SN0522242_2020-02.tif.tif,validate
MZ2646121,2,0.6941747572815534,3cl/v2-0-0/labels/MZ2646121_19126_2017-08.tif,3cl/v2-0-0/images/MZ2646121_2017-08.tif.tif,validate
ET2065987,2,0.6625,3cl/v2-0-0/labels/ET2065987_9553_2019-02.tif,3cl/v2-0-0/images/ET2065987_2019-02.tif.tif,validate
ZA0962830,2,0.691747572815534,3cl/v2-0-0/labels/ZA0962830_26183_2021-07.tif,3cl/v2-0-0/images/ZA0962830_2021-07.tif.tif,validate
ML4162087,2,0.6625,3cl/v2-0-0/labels/ML4162087_16107_2017-02.tif,3cl/v2-0-0/images/ML4162087_2017-02.tif.tif,validate
CD6448723,4,0.8043478260869565,3cl/v2-0-0/labels/CD6448723_20123_2020-10.tif,3cl/v2-0-0/images/CD6448723_2020-10.tif.tif,validate
TZ2671136,2,0.6625,3cl/v2-0-0/labels/TZ2671136_14614_2022-10.tif,3cl/v2-0-0/images/TZ2671136_2022-10.tif.tif,validate
UG0570583,2,0.6625,3cl/v2-0-0/labels/UG0570583_20533_2018-08.tif,3cl/v2-0-0/images/UG0570583_2018-08.tif.tif,validate
BF0643347,2,0.6305841924398625,3cl/v2-0-0/labels/BF0643347_21337_2019-02.tif,3cl/v2-0-0/images/BF0643347_2019-02.tif.tif,validate
CD6951370,2,0.6305841924398625,3cl/v2-0-0/labels/CD6951370_15879_2018-08.tif,3cl/v2-0-0/images/CD6951370_2018-08.tif.tif,validate
GH0044649,2,0.6625,3cl/v2-0-0/labels/GH0044649_36659_2020-02.tif,3cl/v2-0-0/images/GH0044649_2020-02.tif.tif,validate
TG0007622,2,0.691747572815534,3cl/v2-0-0/labels/TG0007622_37450_2019-02.tif,3cl/v2-0-0/images/TG0007622_2019-02.tif.tif,validate
ZM2034538,2,0.6305841924398625,3cl/v2-0-0/labels/ZM2034538_18646_2017-08.tif,3cl/v2-0-0/images/ZM2034538_2017-08.tif.tif,validate
ET1906771,2,0.6480446927374302,3cl/v2-0-0/labels/ET1906771_16987_2021-04.tif,3cl/v2-0-0/images/ET1906771_2021-04.tif.tif,validate
MW0193983,2,0.6480446927374302,3cl/v2-0-0/labels/MW0193983_16116_2020-09.tif,3cl/v2-0-0/images/MW0193983_2020-09.tif.tif,validate
TZ1099167,2,0.6941747572815534,3cl/v2-0-0/labels/TZ1099167_17546_2018-08.tif,3cl/v2-0-0/images/TZ1099167_2018-08.tif.tif,validate
BJ0240863,2,0.6625,3cl/v2-0-0/labels/BJ0240863_16866_2020-02.tif,3cl/v2-0-0/images/BJ0240863_2020-02.tif.tif,validate
ML3532105,2,0.6480446927374302,3cl/v2-0-0/labels/ML3532105_17085_2020-02.tif,3cl/v2-0-0/images/ML3532105_2020-02.tif.tif,validate
ZW0796478,1a,0.6416819012797075,3cl/v2-0-0/labels/ZW0796478_100264_2022-06.tif,3cl/v2-0-0/images/ZW0796478_2022-06.tif.tif,validate
SD4042743,2,0.6480446927374302,3cl/v2-0-0/labels/SD4042743_17372_2019-02.tif,3cl/v2-0-0/images/SD4042743_2019-02.tif.tif,validate
ZM1447815,2,0.6305841924398625,3cl/v2-0-0/labels/ZM1447815_26447_2019-08.tif,3cl/v2-0-0/images/ZM1447815_2019-08.tif.tif,validate
LS0077219,2,0.6480446927374302,3cl/v2-0-0/labels/LS0077219_14043_2021-10.tif,3cl/v2-0-0/images/LS0077219_2021-10.tif.tif,validate
ZA0362466,2,0.691747572815534,3cl/v2-0-0/labels/ZA0362466_11328_2020-07.tif,3cl/v2-0-0/images/ZA0362466_2020-07.tif.tif,validate
ML3949946,1d,0.7687224669603524,3cl/v2-0-0/labels/ML3949946_40311_2021-04.tif,3cl/v2-0-0/images/ML3949946_2021-04.tif.tif,validate
BF0506740,2,0.6625,3cl/v2-0-0/labels/BF0506740_28129_2023-04.tif,3cl/v2-0-0/images/BF0506740_2023-04.tif.tif,validate
SD4253075,2,0.6625,3cl/v2-0-0/labels/SD4253075_24656_2019-08.tif,3cl/v2-0-0/images/SD4253075_2019-08.tif.tif,validate
SD5370884,2,0.6305841924398625,3cl/v2-0-0/labels/SD5370884_16472_2017-02.tif,3cl/v2-0-0/images/SD5370884_2017-02.tif.tif,validate
ZW1023960,2,0.6305841924398625,3cl/v2-0-0/labels/ZW1023960_34765_2023-06.tif,3cl/v2-0-0/images/ZW1023960_2023-06.tif.tif,validate
TZ0153520,2,0.6625,3cl/v2-0-0/labels/TZ0153520_34247_2023-10.tif,3cl/v2-0-0/images/TZ0153520_2023-10.tif.tif,validate
ZA0153015,2,0.6302521008403361,3cl/v2-0-0/labels/ZA0153015_8085_2021-06.tif,3cl/v2-0-0/images/ZA0153015_2021-06.tif.tif,validate
TZ1712059,2,0.691747572815534,3cl/v2-0-0/labels/TZ1712059_12489_2021-05.tif,3cl/v2-0-0/images/TZ1712059_2021-05.tif.tif,validate
UG0267721,2,0.6625,3cl/v2-0-0/labels/UG0267721_25993_2022-09.tif,3cl/v2-0-0/images/UG0267721_2022-09.tif.tif,validate
GH0288671,2,0.691747572815534,3cl/v2-0-0/labels/GH0288671_22564_2020-12.tif,3cl/v2-0-0/images/GH0288671_2020-12.tif.tif,validate
ZA2149754,1d,0.7970297029702971,3cl/v2-0-0/labels/ZA2149754_38981_2021-09.tif,3cl/v2-0-0/images/ZA2149754_2021-09.tif.tif,validate
KE1250174,2,0.6941747572815534,3cl/v2-0-0/labels/KE1250174_8536_2018-08.tif,3cl/v2-0-0/images/KE1250174_2018-08.tif.tif,validate
ML4124055,2,0.6480446927374302,3cl/v2-0-0/labels/ML4124055_36306_2020-02.tif,3cl/v2-0-0/images/ML4124055_2020-02.tif.tif,validate
AO3118612,2,0.6941747572815534,3cl/v2-0-0/labels/AO3118612_34856_2017-08.tif,3cl/v2-0-0/images/AO3118612_2017-08.tif.tif,validate
ZA1046816,2,0.6480446927374302,3cl/v2-0-0/labels/ZA1046816_12559_2019-08.tif,3cl/v2-0-0/images/ZA1046816_2019-08.tif.tif,validate
TZ0764228,2,0.691747572815534,3cl/v2-0-0/labels/TZ0764228_17537_2022-11.tif,3cl/v2-0-0/images/TZ0764228_2022-11.tif.tif,validate
UG0338999,2,0.6305841924398625,3cl/v2-0-0/labels/UG0338999_11840_2020-02.tif,3cl/v2-0-0/images/UG0338999_2020-02.tif.tif,validate
SD5048840,2,0.6305841924398625,3cl/v2-0-0/labels/SD5048840_29511_2023-03.tif,3cl/v2-0-0/images/SD5048840_2023-03.tif.tif,validate
ZW0447762,1a,0.6416819012797075,3cl/v2-0-0/labels/ZW0447762_100249_2022-06.tif,3cl/v2-0-0/images/ZW0447762_2022-06.tif.tif,validate
MW0231608,2,0.6305841924398625,3cl/v2-0-0/labels/MW0231608_23077_2021-09.tif,3cl/v2-0-0/images/MW0231608_2021-09.tif.tif,validate
NE3791284,2,0.6625,3cl/v2-0-0/labels/NE3791284_27361_2023-08.tif,3cl/v2-0-0/images/NE3791284_2023-08.tif.tif,validate
ZW1069690,2,0.6625,3cl/v2-0-0/labels/ZW1069690_8223_2017-08.tif,3cl/v2-0-0/images/ZW1069690_2017-08.tif.tif,validate
NG2766723,2,0.6625,3cl/v2-0-0/labels/NG2766723_12219_2020-02.tif,3cl/v2-0-0/images/NG2766723_2020-02.tif.tif,validate
CF1812872,2,0.691747572815534,3cl/v2-0-0/labels/CF1812872_26972_2018-02.tif,3cl/v2-0-0/images/CF1812872_2018-02.tif.tif,validate
ZA1005686,2,0.691747572815534,3cl/v2-0-0/labels/ZA1005686_26188_2021-07.tif,3cl/v2-0-0/images/ZA1005686_2021-07.tif.tif,validate
UG0032689,2,0.691747572815534,3cl/v2-0-0/labels/UG0032689_37437_2019-02.tif,3cl/v2-0-0/images/UG0032689_2019-02.tif.tif,validate
NG1703717,2,0.6305841924398625,3cl/v2-0-0/labels/NG1703717_11528_2020-02.tif,3cl/v2-0-0/images/NG1703717_2020-02.tif.tif,validate
NG0287954,2,0.6625,3cl/v2-0-0/labels/NG0287954_20836_2017-02.tif,3cl/v2-0-0/images/NG0287954_2017-02.tif.tif,validate
NG2252363,2,0.6302521008403361,3cl/v2-0-0/labels/NG2252363_19351_2018-02.tif,3cl/v2-0-0/images/NG2252363_2018-02.tif.tif,validate
SN0136059,2,0.6941747572815534,3cl/v2-0-0/labels/SN0136059_15471_2021-02.tif,3cl/v2-0-0/images/SN0136059_2021-02.tif.tif,validate
ER0229652,2,0.6941747572815534,3cl/v2-0-0/labels/ER0229652_2219_2020-07.tif,3cl/v2-0-0/images/ER0229652_2020-07.tif.tif,validate
SD6008401,2,0.6941747572815534,3cl/v2-0-0/labels/SD6008401_8985_2019-02.tif,3cl/v2-0-0/images/SD6008401_2019-02.tif.tif,validate
ZW0396878,2,0.6625,3cl/v2-0-0/labels/ZW0396878_38931_2022-06.tif,3cl/v2-0-0/images/ZW0396878_2022-06.tif.tif,validate
BF0846889,2,0.6305841924398625,3cl/v2-0-0/labels/BF0846889_13787_2021-12.tif,3cl/v2-0-0/images/BF0846889_2021-12.tif.tif,validate
KE1106304,2,0.691747572815534,3cl/v2-0-0/labels/KE1106304_17059_2018-08.tif,3cl/v2-0-0/images/KE1106304_2018-08.tif.tif,validate
NG2502913,2,0.6305841924398625,3cl/v2-0-0/labels/NG2502913_15371_2022-04.tif,3cl/v2-0-0/images/NG2502913_2022-04.tif.tif,validate
CD5678921,2,0.6941747572815534,3cl/v2-0-0/labels/CD5678921_10493_2021-11.tif,3cl/v2-0-0/images/CD5678921_2021-11.tif.tif,validate
GH0199239,2,0.6480446927374302,3cl/v2-0-0/labels/GH0199239_17023_2018-02.tif,3cl/v2-0-0/images/GH0199239_2018-02.tif.tif,validate
RW0005959,2,0.6305841924398625,3cl/v2-0-0/labels/RW0005959_15380_2018-08.tif,3cl/v2-0-0/images/RW0005959_2018-08.tif.tif,validate
KE0988430,2,0.6625,3cl/v2-0-0/labels/KE0988430_2577_2019-02.tif,3cl/v2-0-0/images/KE0988430_2019-02.tif.tif,validate
ZW0775808,1a,0.6416819012797075,3cl/v2-0-0/labels/ZW0775808_100260_2019-08.tif,3cl/v2-0-0/images/ZW0775808_2019-08.tif.tif,validate
BF0633873,2,0.691747572815534,3cl/v2-0-0/labels/BF0633873_36747_2022-04.tif,3cl/v2-0-0/images/BF0633873_2022-04.tif.tif,validate
BJ0261818,2,0.6305841924398625,3cl/v2-0-0/labels/BJ0261818_21778_2019-02.tif,3cl/v2-0-0/images/BJ0261818_2019-02.tif.tif,validate
MZ0712287,2,0.6305841924398625,3cl/v2-0-0/labels/MZ0712287_18078_2021-09.tif,3cl/v2-0-0/images/MZ0712287_2021-09.tif.tif,validate
ZW0580070,2,0.6305841924398625,3cl/v2-0-0/labels/ZW0580070_18671_2017-08.tif,3cl/v2-0-0/images/ZW0580070_2017-08.tif.tif,validate
TZ2909671,2,0.6625,3cl/v2-0-0/labels/TZ2909671_3776_2020-10.tif,3cl/v2-0-0/images/TZ2909671_2020-10.tif.tif,validate
NG1905151,2,0.6480446927374302,3cl/v2-0-0/labels/NG1905151_15344_2019-02.tif,3cl/v2-0-0/images/NG1905151_2019-02.tif.tif,validate
TZ0323711,2,0.6625,3cl/v2-0-0/labels/TZ0323711_6944_2018-08.tif,3cl/v2-0-0/images/TZ0323711_2018-08.tif.tif,validate
ET1264768,2,0.6625,3cl/v2-0-0/labels/ET1264768_2593_2017-02.tif,3cl/v2-0-0/images/ET1264768_2017-02.tif.tif,validate
ML3195019,2,0.6480446927374302,3cl/v2-0-0/labels/ML3195019_22856_2018-02.tif,3cl/v2-0-0/images/ML3195019_2018-02.tif.tif,validate
GH0453460,2,0.6625,3cl/v2-0-0/labels/GH0453460_4191_2020-02.tif,3cl/v2-0-0/images/GH0453460_2020-02.tif.tif,validate
SD5262096,2,0.691747572815534,3cl/v2-0-0/labels/SD5262096_17417_2017-02.tif,3cl/v2-0-0/images/SD5262096_2017-02.tif.tif,validate
ML3566051,2,0.6305841924398625,3cl/v2-0-0/labels/ML3566051_19045_2020-02.tif,3cl/v2-0-0/images/ML3566051_2020-02.tif.tif,validate
ET0645337,2,0.6941747572815534,3cl/v2-0-0/labels/ET0645337_30577_2022-03.tif,3cl/v2-0-0/images/ET0645337_2022-03.tif.tif,validate
BJ0044575,2,0.6941747572815534,3cl/v2-0-0/labels/BJ0044575_38804_2017-02.tif,3cl/v2-0-0/images/BJ0044575_2017-02.tif.tif,validate
NG0402374,2,0.6941747572815534,3cl/v2-0-0/labels/NG0402374_8719_2022-04.tif,3cl/v2-0-0/images/NG0402374_2022-04.tif.tif,validate
NE3535700,2,0.6625,3cl/v2-0-0/labels/NE3535700_20815_2018-02.tif,3cl/v2-0-0/images/NE3535700_2018-02.tif.tif,validate
NE3588662,2,0.6625,3cl/v2-0-0/labels/NE3588662_27348_2019-02.tif,3cl/v2-0-0/images/NE3588662_2019-02.tif.tif,validate
NG0612644,2,0.6302521008403361,3cl/v2-0-0/labels/NG0612644_9834_2019-08.tif,3cl/v2-0-0/images/NG0612644_2019-08.tif.tif,validate
ET0964688,2,0.6302521008403361,3cl/v2-0-0/labels/ET0964688_10570_2018-02.tif,3cl/v2-0-0/images/ET0964688_2018-02.tif.tif,validate
ZW1108385,2,0.6625,3cl/v2-0-0/labels/ZW1108385_2178_2018-08.tif,3cl/v2-0-0/images/ZW1108385_2018-08.tif.tif,validate
ET1439086,2,0.6305841924398625,3cl/v2-0-0/labels/ET1439086_15957_2017-02.tif,3cl/v2-0-0/images/ET1439086_2017-02.tif.tif,validate
KE1525586,2,0.6305841924398625,3cl/v2-0-0/labels/KE1525586_11824_2019-02.tif,3cl/v2-0-0/images/KE1525586_2019-02.tif.tif,validate
BF0836960,2,0.6305841924398625,3cl/v2-0-0/labels/BF0836960_14822_2019-02.tif,3cl/v2-0-0/images/BF0836960_2019-02.tif.tif,validate
NG1931769,2,0.6625,3cl/v2-0-0/labels/NG1931769_7756_2022-03.tif,3cl/v2-0-0/images/NG1931769_2022-03.tif.tif,validate
ET3271089,2,0.6480446927374302,3cl/v2-0-0/labels/ET3271089_17010_2020-02.tif,3cl/v2-0-0/images/ET3271089_2020-02.tif.tif,validate
CD4373327,2,0.691747572815534,3cl/v2-0-0/labels/CD4373327_20672_2020-11.tif,3cl/v2-0-0/images/CD4373327_2020-11.tif.tif,validate
TZ2938883,2,0.6305841924398625,3cl/v2-0-0/labels/TZ2938883_19646_2018-08.tif,3cl/v2-0-0/images/TZ2938883_2018-08.tif.tif,validate
CG0077797,1d,0.7970297029702971,3cl/v2-0-0/labels/CG0077797_40236_2019-02.tif,3cl/v2-0-0/images/CG0077797_2019-02.tif.tif,validate
GH0095685,1d,0.7687224669603524,3cl/v2-0-0/labels/GH0095685_39086_2021-08.tif,3cl/v2-0-0/images/GH0095685_2021-08.tif.tif,validate
ET0623766,2,0.691747572815534,3cl/v2-0-0/labels/ET0623766_22074_2022-03.tif,3cl/v2-0-0/images/ET0623766_2022-03.tif.tif,validate
BJ0126168,2,0.691747572815534,3cl/v2-0-0/labels/BJ0126168_32235_2023-08.tif,3cl/v2-0-0/images/BJ0126168_2023-08.tif.tif,validate
TZ0518700,2,0.6625,3cl/v2-0-0/labels/TZ0518700_3726_2017-08.tif,3cl/v2-0-0/images/TZ0518700_2017-08.tif.tif,validate
MZ2257852,2,0.6625,3cl/v2-0-0/labels/MZ2257852_1461_2021-07.tif,3cl/v2-0-0/images/MZ2257852_2021-07.tif.tif,validate
CD3662591,1d,0.7970297029702971,3cl/v2-0-0/labels/CD3662591_40218_2017-08.tif,3cl/v2-0-0/images/CD3662591_2017-08.tif.tif,validate
ZM2229595,2,0.691747572815534,3cl/v2-0-0/labels/ZM2229595_26527_2022-06.tif,3cl/v2-0-0/images/ZM2229595_2022-06.tif.tif,validate
MZ2574921,2,0.6480446927374302,3cl/v2-0-0/labels/MZ2574921_17152_2020-10.tif,3cl/v2-0-0/images/MZ2574921_2020-10.tif.tif,validate
TZ1447540,2,0.691747572815534,3cl/v2-0-0/labels/TZ1447540_14588_2017-08.tif,3cl/v2-0-0/images/TZ1447540_2017-08.tif.tif,validate
CI0057374,2,0.6480446927374302,3cl/v2-0-0/labels/CI0057374_21854_2017-02.tif,3cl/v2-0-0/images/CI0057374_2017-02.tif.tif,validate
NG1822967,2,0.6480446927374302,3cl/v2-0-0/labels/NG1822967_20879_2021-04.tif,3cl/v2-0-0/images/NG1822967_2021-04.tif.tif,validate
SO0510133,2,0.691747572815534,3cl/v2-0-0/labels/SO0510133_14477_2018-02.tif,3cl/v2-0-0/images/SO0510133_2018-02.tif.tif,validate
BJ0100161,2,0.6625,3cl/v2-0-0/labels/BJ0100161_7219_2020-02.tif,3cl/v2-0-0/images/BJ0100161_2020-02.tif.tif,validate
NG0414432,1d,0.7970297029702971,3cl/v2-0-0/labels/NG0414432_39986_2020-07.tif,3cl/v2-0-0/images/NG0414432_2020-07.tif.tif,validate
SD4410743,4,0.7687224669603524,3cl/v2-0-0/labels/SD4410743_28144_2021-01.tif,3cl/v2-0-0/images/SD4410743_2021-01.tif.tif,validate
ZA1123040,2,0.6480446927374302,3cl/v2-0-0/labels/ZA1123040_36294_2023-11.tif,3cl/v2-0-0/images/ZA1123040_2023-11.tif.tif,validate
ZM1757686,1b,0.6666666666666666,3cl/v2-0-0/labels/ZM1757686_102036_2018-08.tif,3cl/v2-0-0/images/ZM1757686_2018-08.tif.tif,validate
SD4281264,2,0.691747572815534,3cl/v2-0-0/labels/SD4281264_36059_2020-07.tif,3cl/v2-0-0/images/SD4281264_2020-07.tif.tif,validate
ET3235347,2,0.6625,3cl/v2-0-0/labels/ET3235347_28463_2023-04.tif,3cl/v2-0-0/images/ET3235347_2023-04.tif.tif,validate
NG1336203,2,0.6480446927374302,3cl/v2-0-0/labels/NG1336203_37833_2023-04.tif,3cl/v2-0-0/images/NG1336203_2023-04.tif.tif,validate
BJ0160799,2,0.6625,3cl/v2-0-0/labels/BJ0160799_16858_2022-04.tif,3cl/v2-0-0/images/BJ0160799_2022-04.tif.tif,validate
ZW0315139,2,0.6941747572815534,3cl/v2-0-0/labels/ZW0315139_28048_2017-08.tif,3cl/v2-0-0/images/ZW0315139_2017-08.tif.tif,validate
KE1151415,2,0.6305841924398625,3cl/v2-0-0/labels/KE1151415_22706_2022-05.tif,3cl/v2-0-0/images/KE1151415_2022-05.tif.tif,validate
ZM1837116,2,0.691747572815534,3cl/v2-0-0/labels/ZM1837116_37423_2023-06.tif,3cl/v2-0-0/images/ZM1837116_2023-06.tif.tif,validate
NG1787172,4,0.7970297029702971,3cl/v2-0-0/labels/NG1787172_27112_2020-02.tif,3cl/v2-0-0/images/NG1787172_2020-02.tif.tif,validate
UG0354171,2,0.6305841924398625,3cl/v2-0-0/labels/UG0354171_17605_2019-02.tif,3cl/v2-0-0/images/UG0354171_2019-02.tif.tif,validate
TG0015849,2,0.6625,3cl/v2-0-0/labels/TG0015849_30444_2017-08.tif,3cl/v2-0-0/images/TG0015849_2017-08.tif.tif,validate
SD4241761,2,0.6625,3cl/v2-0-0/labels/SD4241761_31832_2023-08.tif,3cl/v2-0-0/images/SD4241761_2023-08.tif.tif,validate
NE4029017,2,0.6480446927374302,3cl/v2-0-0/labels/NE4029017_23600_2017-02.tif,3cl/v2-0-0/images/NE4029017_2017-02.tif.tif,validate
TZ1093108,2,0.6625,3cl/v2-0-0/labels/TZ1093108_25640_2021-11.tif,3cl/v2-0-0/images/TZ1093108_2021-11.tif.tif,validate
NG2330347,2,0.6625,3cl/v2-0-0/labels/NG2330347_27556_2018-02.tif,3cl/v2-0-0/images/NG2330347_2018-02.tif.tif,validate
ML4087145,2,0.6625,3cl/v2-0-0/labels/ML4087145_7503_2019-02.tif,3cl/v2-0-0/images/ML4087145_2019-02.tif.tif,validate
TD4215577,2,0.6480446927374302,3cl/v2-0-0/labels/TD4215577_37825_2020-02.tif,3cl/v2-0-0/images/TD4215577_2020-02.tif.tif,validate
TZ2377645,2,0.6941747572815534,3cl/v2-0-0/labels/TZ2377645_26443_2020-07.tif,3cl/v2-0-0/images/TZ2377645_2020-07.tif.tif,validate
ZA0646297,2,0.691747572815534,3cl/v2-0-0/labels/ZA0646297_11331_2017-08.tif,3cl/v2-0-0/images/ZA0646297_2017-08.tif.tif,validate
SO1566535,4,0.7282051282051282,3cl/v2-0-0/labels/SO1566535_29076_2022-05.tif,3cl/v2-0-0/images/SO1566535_2022-05.tif.tif,validate
NG0060298,2,0.6305841924398625,3cl/v2-0-0/labels/NG0060298_16197_2020-02.tif,3cl/v2-0-0/images/NG0060298_2020-02.tif.tif,validate
ET1573840,2,0.6480446927374302,3cl/v2-0-0/labels/ET1573840_17918_2019-02.tif,3cl/v2-0-0/images/ET1573840_2019-02.tif.tif,validate
ML3996246,2,0.6625,3cl/v2-0-0/labels/ML3996246_22977_2021-04.tif,3cl/v2-0-0/images/ML3996246_2021-04.tif.tif,validate
ET2469200,2,0.691747572815534,3cl/v2-0-0/labels/ET2469200_27108_2023-03.tif,3cl/v2-0-0/images/ET2469200_2023-03.tif.tif,validate
ET2304947,2,0.691747572815534,3cl/v2-0-0/labels/ET2304947_27100_2020-07.tif,3cl/v2-0-0/images/ET2304947_2020-07.tif.tif,validate
ZW0480172,2,0.6941747572815534,3cl/v2-0-0/labels/ZW0480172_15749_2021-06.tif,3cl/v2-0-0/images/ZW0480172_2021-06.tif.tif,validate
NG2707884,2,0.6305841924398625,3cl/v2-0-0/labels/NG2707884_30114_2023-03.tif,3cl/v2-0-0/images/NG2707884_2023-03.tif.tif,validate
ET0509689,2,0.6305841924398625,3cl/v2-0-0/labels/ET0509689_11681_2019-02.tif,3cl/v2-0-0/images/ET0509689_2019-02.tif.tif,validate
KE1146339,1a,0.6416819012797075,3cl/v2-0-0/labels/KE1146339_100045_2021-05.tif,3cl/v2-0-0/images/KE1146339_2021-05.tif.tif,validate
NG0772748,4,0.8043478260869565,3cl/v2-0-0/labels/NG0772748_26262_2017-02.tif,3cl/v2-0-0/images/NG0772748_2017-02.tif.tif,validate
SD5956699,2,0.6480446927374302,3cl/v2-0-0/labels/SD5956699_19468_2021-08.tif,3cl/v2-0-0/images/SD5956699_2021-08.tif.tif,validate
UG0532534,2,0.6625,3cl/v2-0-0/labels/UG0532534_20529_2020-07.tif,3cl/v2-0-0/images/UG0532534_2020-07.tif.tif,validate
AO4035663,2,0.6625,3cl/v2-0-0/labels/AO4035663_9335_2019-08.tif,3cl/v2-0-0/images/AO4035663_2019-08.tif.tif,validate
UG0778198,2,0.6941747572815534,3cl/v2-0-0/labels/UG0778198_31618_2023-11.tif,3cl/v2-0-0/images/UG0778198_2023-11.tif.tif,validate
SD4721976,2,0.6941747572815534,3cl/v2-0-0/labels/SD4721976_12278_2019-02.tif,3cl/v2-0-0/images/SD4721976_2019-02.tif.tif,validate
ZM1820522,2,0.691747572815534,3cl/v2-0-0/labels/ZM1820522_17688_2021-06.tif,3cl/v2-0-0/images/ZM1820522_2021-06.tif.tif,validate
UG0492590,2,0.6625,3cl/v2-0-0/labels/UG0492590_14649_2022-10.tif,3cl/v2-0-0/images/UG0492590_2022-10.tif.tif,validate
NG0168192,2,0.6941747572815534,3cl/v2-0-0/labels/NG0168192_23658_2022-04.tif,3cl/v2-0-0/images/NG0168192_2022-04.tif.tif,validate
NG2341646,2,0.6941747572815534,3cl/v2-0-0/labels/NG2341646_29646_2020-02.tif,3cl/v2-0-0/images/NG2341646_2020-02.tif.tif,validate
CD3003430,2,0.691747572815534,3cl/v2-0-0/labels/CD3003430_26944_2022-11.tif,3cl/v2-0-0/images/CD3003430_2022-11.tif.tif,validate
KE1082991,2,0.6305841924398625,3cl/v2-0-0/labels/KE1082991_23320_2021-05.tif,3cl/v2-0-0/images/KE1082991_2021-05.tif.tif,validate
MZ0132145,1a,0.6416819012797075,3cl/v2-0-0/labels/MZ0132145_100064_2019-08.tif,3cl/v2-0-0/images/MZ0132145_2019-08.tif.tif,validate
SD4211905,2,0.691747572815534,3cl/v2-0-0/labels/SD4211905_14374_2019-02.tif,3cl/v2-0-0/images/SD4211905_2019-02.tif.tif,validate
RW0043243,4,0.7970297029702971,3cl/v2-0-0/labels/RW0043243_27712_2017-08.tif,3cl/v2-0-0/images/RW0043243_2017-08.tif.tif,validate
CD5889159,2,0.691747572815534,3cl/v2-0-0/labels/CD5889159_26963_2023-10.tif,3cl/v2-0-0/images/CD5889159_2023-10.tif.tif,validate
ET0695172,2,0.691747572815534,3cl/v2-0-0/labels/ET0695172_12846_2018-02.tif,3cl/v2-0-0/images/ET0695172_2018-02.tif.tif,validate
UG0366554,2,0.6625,3cl/v2-0-0/labels/UG0366554_8068_2019-08.tif,3cl/v2-0-0/images/UG0366554_2019-08.tif.tif,validate
SD5999535,2,0.691747572815534,3cl/v2-0-0/labels/SD5999535_27671_2017-02.tif,3cl/v2-0-0/images/SD5999535_2017-02.tif.tif,validate
BF0400675,2,0.6941747572815534,3cl/v2-0-0/labels/BF0400675_21256_2022-04.tif,3cl/v2-0-0/images/BF0400675_2022-04.tif.tif,validate
NG1384712,2,0.691747572815534,3cl/v2-0-0/labels/NG1384712_20234_2022-08.tif,3cl/v2-0-0/images/NG1384712_2022-08.tif.tif,validate
