name,Class,assignment_id,rscore,rscore2,Rscore,x,y,farea,nflds,label,image
ET1410984,1a,100319,,,0.7893738140417458,39.6515,9.2775,0.3979560096691282,61,3cl/v2-0-0/labels/ET1410984_100319_2022-01.tif,3cl/v2-0-0/images/ET1410984_2022-01.tif.tif
UG0397601,1a,100529,,,0.7893738140417458,34.2065,1.21750000000001,0.3512503636861399,76,3cl/v2-0-0/labels/UG0397601_100529_2020-02.tif,3cl/v2-0-0/images/UG0397601_2020-02.tif.tif
TZ0443665,1a,100463,,,0.7893738140417458,32.7765,-3.10749999999999,1.0886404508605376,24,3cl/v2-0-0/labels/TZ0443665_100463_2021-10.tif,3cl/v2-0-0/images/TZ0443665_2021-10.tif.tif
SD4442322,1a,100412,,,0.7893738140417458,35.5865,13.7325,9.13682736476474,10,3cl/v2-0-0/labels/SD4442322_100412_2021-01.tif,3cl/v2-0-0/images/SD4442322_2021-01.tif.tif
ZM1626857,1a,100587,,,0.7893738140417458,29.1015,-14.4825,0.6112927993019296,22,3cl/v2-0-0/labels/ZM1626857_100587_2017-08.tif,3cl/v2-0-0/images/ZM1626857_2017-08.tif.tif
ZA1606093,1a,100556,,,0.7893738140417458,30.9215,-27.8275,3.969881102457026,16,3cl/v2-0-0/labels/ZA1606093_100556_2020-11.tif,3cl/v2-0-0/images/ZA1606093_2020-11.tif.tif
ZW1164833,1a,100635,,,0.7893738140417458,31.7565,-21.0175,1.444932173544867,6,3cl/v2-0-0/labels/ZW1164833_100635_2022-06.tif,3cl/v2-0-0/images/ZW1164833_2022-06.tif.tif
ET1447096,1a,100321,,,0.7893738140417458,37.1565,9.1825,0.3411584531718216,92,3cl/v2-0-0/labels/ET1447096_100321_2020-02.tif,3cl/v2-0-0/images/ET1447096_2020-02.tif.tif
ZM2276349,1a,100593,,,0.7893738140417458,27.1015,-16.5425,1.135879753131427,14,3cl/v2-0-0/labels/ZM2276349_100593_2022-06.tif,3cl/v2-0-0/images/ZM2276349_2022-06.tif.tif
ZW0075040,1a,100596,,,0.7893738140417458,29.4665,-16.4925,1.3227661552019272,16,3cl/v2-0-0/labels/ZW0075040_100596_2022-07.tif,3cl/v2-0-0/images/ZW0075040_2022-07.tif.tif
ET2569352,1a,100347,,,0.7893738140417458,39.3515,6.9425,0.4951942880955093,67,3cl/v2-0-0/labels/ET2569352_100347_2018-02.tif,3cl/v2-0-0/images/ET2569352_2018-02.tif.tif
UG0202182,1a,100518,,,0.7893738140417458,32.9365,2.4425,0.3310143098172434,95,3cl/v2-0-0/labels/UG0202182_100518_2022-09.tif,3cl/v2-0-0/images/UG0202182_2022-09.tif.tif
ZW1222376,1a,100638,,,0.7893738140417458,31.7565,-21.3275,2.7995436452278866,14,3cl/v2-0-0/labels/ZW1222376_100638_2019-08.tif,3cl/v2-0-0/images/ZW1222376_2019-08.tif.tif
TZ0048368,1a,100455,,,0.7893738140417458,34.2815,-1.31249999999999,0.4098371889713602,83,3cl/v2-0-0/labels/TZ0048368_100455_2017-08.tif,3cl/v2-0-0/images/TZ0048368_2017-08.tif.tif
SD4292997,1a,100406,,,0.7893738140417458,33.1115,13.9925,1.059294269536606,47,3cl/v2-0-0/labels/SD4292997_100406_2018-02.tif,3cl/v2-0-0/images/SD4292997_2018-02.tif.tif
ZW1112524,1a,100632,,,0.7893738140417458,29.3765,-20.7475,0.0,0,3cl/v2-0-0/labels/ZW1112524_100632_2017-08.tif,3cl/v2-0-0/images/ZW1112524_2017-08.tif.tif
SD3811744,1a,100398,,,0.7893738140417458,35.6615,14.8525,48.44688314818862,5,3cl/v2-0-0/labels/SD3811744_100398_2020-02.tif,3cl/v2-0-0/images/SD3811744_2020-02.tif.tif
SD2337592,1a,100390,,,0.7893738140417458,33.9015,17.6225,1.8353071853559129,11,3cl/v2-0-0/labels/SD2337592_100390_2018-02.tif,3cl/v2-0-0/images/SD2337592_2018-02.tif.tif
SD4467742,1a,100416,,,0.7893738140417458,33.9865,13.6875,2.8823759584787045,11,3cl/v2-0-0/labels/SD4467742_100416_2022-03.tif,3cl/v2-0-0/images/SD4467742_2022-03.tif.tif
SD4504661,1a,100417,,,0.7893738140417458,32.9865,13.6225,21.58008027321757,5,3cl/v2-0-0/labels/SD4504661_100417_2018-02.tif,3cl/v2-0-0/images/SD4504661_2018-02.tif.tif
SD5342641,1a,100442,,,0.7893738140417458,34.3465,12.1025,0.6070932137460591,69,3cl/v2-0-0/labels/SD5342641_100442_2022-03.tif,3cl/v2-0-0/images/SD5342641_2022-03.tif.tif
UG0268170,1a,100521,,,0.7893738140417458,32.1315,2.00750000000001,0.1946589478717829,179,3cl/v2-0-0/labels/UG0268170_100521_2021-05.tif,3cl/v2-0-0/images/UG0268170_2021-05.tif.tif
ET0653279,1a,100299,,,0.7893738140417458,36.7165,11.5775,0.5069968990972309,78,3cl/v2-0-0/labels/ET0653279_100299_2017-08.tif,3cl/v2-0-0/images/ET0653279_2017-08.tif.tif
ZA0715764,1a,100539,,,0.7893738140417458,27.8165,-25.7675,5.493068519124109,1,3cl/v2-0-0/labels/ZA0715764_100539_2021-06.tif,3cl/v2-0-0/images/ZA0715764_2021-06.tif.tif
ET1287958,1a,100314,,,0.7893738140417458,42.9565,9.6075,1.4681273787302451,30,3cl/v2-0-0/labels/ET1287958_100314_2018-02.tif,3cl/v2-0-0/images/ET1287958_2018-02.tif.tif
ET2097825,1a,100338,,,0.7893738140417458,35.8865,7.8175,0.4440341870523516,34,3cl/v2-0-0/labels/ET2097825_100338_2019-02.tif,3cl/v2-0-0/images/ET2097825_2019-02.tif.tif
SD4367051,1a,100410,,,0.7893738140417458,32.7415,13.8625,0.6616376560530652,70,3cl/v2-0-0/labels/SD4367051_100410_2018-02.tif,3cl/v2-0-0/images/SD4367051_2018-02.tif.tif
TZ0493039,1a,100465,,,0.7893738140417458,32.0815,-3.28749999999999,1.2957291405536089,19,3cl/v2-0-0/labels/TZ0493039_100465_2017-08.tif,3cl/v2-0-0/images/TZ0493039_2017-08.tif.tif
ZM1130709,1a,100573,,,0.7893738140417458,28.4365,-13.3225,1.5087493531643588,20,3cl/v2-0-0/labels/ZM1130709_100573_2022-06.tif,3cl/v2-0-0/images/ZM1130709_2022-06.tif.tif
ZA1274105,1a,100551,,,0.7893738140417458,27.3465,-27.1675,17.053198970651376,3,3cl/v2-0-0/labels/ZA1274105_100551_2020-07.tif,3cl/v2-0-0/images/ZA1274105_2020-07.tif.tif
ZM1407735,1a,100577,,,0.7893738140417458,32.5715,-13.9625,0.6783752160684182,39,3cl/v2-0-0/labels/ZM1407735_100577_2022-09.tif,3cl/v2-0-0/images/ZM1407735_2022-09.tif.tif
TZ1437805,1a,100502,,,0.7893738140417458,34.8565,-5.94749999999999,0.3440980719423882,2,3cl/v2-0-0/labels/TZ1437805_100502_2018-08.tif,3cl/v2-0-0/images/TZ1437805_2018-08.tif.tif
KE1789504,1a,100367,,,0.7893738140417458,39.4015,-3.04749999999999,67.4773980545193,1,3cl/v2-0-0/labels/KE1789504_100367_2022-05.tif,3cl/v2-0-0/images/KE1789504_2022-05.tif.tif
ZA1744973,1a,100558,,,0.7893738140417458,30.1215,-28.1025,3.377999865078081,16,3cl/v2-0-0/labels/ZA1744973_100558_2020-11.tif,3cl/v2-0-0/images/ZA1744973_2020-11.tif.tif
ZM1665066,1a,100588,,,0.7893738140417458,26.9565,-14.5825,0.8061326302988995,11,3cl/v2-0-0/labels/ZM1665066_100588_2020-07.tif,3cl/v2-0-0/images/ZM1665066_2020-07.tif.tif
KE0976187,1a,100358,,,0.7893738140417458,35.2615,0.402500000000003,79.80753110561025,2,3cl/v2-0-0/labels/KE0976187_100358_2020-02.tif,3cl/v2-0-0/images/KE0976187_2020-02.tif.tif
TZ1499286,1a,100504,,,0.7893738140417458,31.0915,-6.1125,0.8120343261569204,44,3cl/v2-0-0/labels/TZ1499286_100504_2022-06.tif,3cl/v2-0-0/images/TZ1499286_2022-06.tif.tif
TZ0772985,1a,100482,,,0.7893738140417458,33.4665,-4.2075,3.081557376957996,8,3cl/v2-0-0/labels/TZ0772985_100482_2021-10.tif,3cl/v2-0-0/images/TZ0772985_2021-10.tif.tif
ZW0311009,1a,100605,,,0.7893738140417458,28.3415,-17.6625,1.2787184779656977,19,3cl/v2-0-0/labels/ZW0311009_100605_2021-06.tif,3cl/v2-0-0/images/ZW0311009_2021-06.tif.tif
ET1569490,1a,100327,,,0.7893738140417458,37.1965,8.8725,0.5125390780839929,25,3cl/v2-0-0/labels/ET1569490_100327_2022-04.tif,3cl/v2-0-0/images/ET1569490_2022-04.tif.tif
TZ1676020,1a,100507,,,0.7893738140417458,35.3265,-6.57749999999999,2.057564697889148,9,3cl/v2-0-0/labels/TZ1676020_100507_2022-07.tif,3cl/v2-0-0/images/TZ1676020_2022-07.tif.tif
UG0479084,1a,100531,,,0.7893738140417458,34.2265,0.747500000000002,0.4085107169275908,81,3cl/v2-0-0/labels/UG0479084_100531_2017-02.tif,3cl/v2-0-0/images/UG0479084_2017-02.tif.tif
RW0052611,1a,100389,,,0.7893738140417458,30.2315,-2.1775,2.4697554429766937,13,3cl/v2-0-0/labels/RW0052611_100389_2020-11.tif,3cl/v2-0-0/images/RW0052611_2020-11.tif.tif
SO1700072,1a,100454,,,0.7893738140417458,42.7065,2.39750000000001,0.0,0,3cl/v2-0-0/labels/SO1700072_100454_2018-02.tif,3cl/v2-0-0/images/SO1700072_2018-02.tif.tif
TZ0673221,1a,100477,,,0.7893738140417458,32.2965,-3.9025,2.060561712187277,10,3cl/v2-0-0/labels/TZ0673221_100477_2022-11.tif,3cl/v2-0-0/images/TZ0673221_2022-11.tif.tif
SD4792833,1a,100423,,,0.7893738140417458,34.4865,13.1125,30.786217179133185,4,3cl/v2-0-0/labels/SD4792833_100423_2018-02.tif,3cl/v2-0-0/images/SD4792833_2018-02.tif.tif
SD3674779,1a,100396,,,0.7893738140417458,35.4615,15.1025,41.05936475598432,5,3cl/v2-0-0/labels/SD3674779_100396_2017-02.tif,3cl/v2-0-0/images/SD3674779_2017-02.tif.tif
TZ1031470,1a,100497,,,0.7893738140417458,31.7015,-4.89249999999999,1.2299958640026742,22,3cl/v2-0-0/labels/TZ1031470_100497_2019-08.tif,3cl/v2-0-0/images/TZ1031470_2019-08.tif.tif
