name,Class,Rscore,label,image,usage
MZ1647974,2,0.7239819004524887,3cl/v2-0-0/labels/MZ1647974_28541_2019-08.tif,3cl/v2-0-0/images/MZ1647974_2019-08.tif,train
ZA1926991,2,0.706386292834891,3cl/v2-0-0/labels/ZA1926991_14680_2018-08.tif,3cl/v2-0-0/images/ZA1926991_2018-08.tif,train
ZW0306444,2,0.8303108808290155,3cl/v2-0-0/labels/ZW0306444_30620_2018-08.tif,3cl/v2-0-0/images/ZW0306444_2018-08.tif,train
ZW0884698,2,0.706386292834891,3cl/v2-0-0/labels/ZW0884698_26745_2021-07.tif,3cl/v2-0-0/images/ZW0884698_2021-07.tif,train
TZ1756677,2,0.8707482993197279,3cl/v2-0-0/labels/TZ1756677_8029_2018-08.tif,3cl/v2-0-0/images/TZ1756677_2018-08.tif,train
AO2552780,4,0.8303108808290155,3cl/v2-0-0/labels/AO2552780_18733_2022-11.tif,3cl/v2-0-0/images/AO2552780_2022-11.tif,train
ET0906022,2,0.6941747572815534,3cl/v2-0-0/labels/ET0906022_28480_2022-05.tif,3cl/v2-0-0/images/ET0906022_2022-05.tif,train
GH0191388,1d,0.8356164383561644,3cl/v2-0-0/labels/GH0191388_39245_2021-04.tif,3cl/v2-0-0/images/GH0191388_2021-04.tif,train
TZ1793160,2,0.7970297029702971,3cl/v2-0-0/labels/TZ1793160_35348_2023-07.tif,3cl/v2-0-0/images/TZ1793160_2023-07.tif,train
CM0182623,2,0.7282051282051282,3cl/v2-0-0/labels/CM0182623_727_2019-08.tif,3cl/v2-0-0/images/CM0182623_2019-08.tif,train
SN0255798,2,0.8043478260869565,3cl/v2-0-0/labels/SN0255798_20373_2021-02.tif,3cl/v2-0-0/images/SN0255798_2021-02.tif,train
SN0375276,2,0.825,3cl/v2-0-0/labels/SN0375276_36590_2021-05.tif,3cl/v2-0-0/images/SN0375276_2021-05.tif,train
BF0776471,2,0.7687224669603524,3cl/v2-0-0/labels/BF0776471_10434_2021-03.tif,3cl/v2-0-0/images/BF0776471_2021-03.tif,train
CI0450817,2,0.8117408906882592,3cl/v2-0-0/labels/CI0450817_38737_2019-02.tif,3cl/v2-0-0/images/CI0450817_2019-02.tif,train
NG0291351,1a,0.6666666666666666,3cl/v2-0-0/labels/NG0291351_100683_2022-04.tif,3cl/v2-0-0/images/NG0291351_2022-04.tif,train
KE0984214,2,0.7239819004524887,3cl/v2-0-0/labels/KE0984214_14016_2017-08.tif,3cl/v2-0-0/images/KE0984214_2017-08.tif,train
BJ0172733,2,0.825,3cl/v2-0-0/labels/BJ0172733_32995_2023-04.tif,3cl/v2-0-0/images/BJ0172733_2023-04.tif,train
ET2450960,1d,0.8356164383561644,3cl/v2-0-0/labels/ET2450960_40420_2017-02.tif,3cl/v2-0-0/images/ET2450960_2017-02.tif,train
ET1669473,2,0.7282051282051282,3cl/v2-0-0/labels/ET1669473_38052_2023-01.tif,3cl/v2-0-0/images/ET1669473_2023-01.tif,train
NE3451285,2,0.7239819004524887,3cl/v2-0-0/labels/NE3451285_35272_2023-12.tif,3cl/v2-0-0/images/NE3451285_2023-12.tif,train
NG0163337,1d,0.8043478260869565,3cl/v2-0-0/labels/NG0163337_40030_2021-08.tif,3cl/v2-0-0/images/NG0163337_2021-08.tif,train
AO2102340,2,0.7687224669603524,3cl/v2-0-0/labels/AO2102340_7175_2019-08.tif,3cl/v2-0-0/images/AO2102340_2019-08.tif,train
NG2103988,2,0.8356164383561644,3cl/v2-0-0/labels/NG2103988_24394_2017-02.tif,3cl/v2-0-0/images/NG2103988_2017-02.tif,train
NG2732284,2,0.7239819004524887,3cl/v2-0-0/labels/NG2732284_24500_2021-03.tif,3cl/v2-0-0/images/NG2732284_2021-03.tif,train
NG0349438,2,0.7282051282051282,3cl/v2-0-0/labels/NG0349438_16219_2021-04.tif,3cl/v2-0-0/images/NG0349438_2021-04.tif,train
SN0361676,4,0.8356164383561644,3cl/v2-0-0/labels/SN0361676_28965_2018-02.tif,3cl/v2-0-0/images/SN0361676_2018-02.tif,train
BF0856542,2,0.8356164383561644,3cl/v2-0-0/labels/BF0856542_21403_2018-02.tif,3cl/v2-0-0/images/BF0856542_2018-02.tif,train
NG2415791,2,0.8043478260869565,3cl/v2-0-0/labels/NG2415791_14348_2020-02.tif,3cl/v2-0-0/images/NG2415791_2020-02.tif,train
TD4179567,1d,0.8707482993197279,3cl/v2-0-0/labels/TD4179567_40885_2020-02.tif,3cl/v2-0-0/images/TD4179567_2020-02.tif,train
NG0307118,1d,0.8117408906882592,3cl/v2-0-0/labels/NG0307118_39124_2017-02.tif,3cl/v2-0-0/images/NG0307118_2017-02.tif,train
CD0606975,2,0.7282051282051282,3cl/v2-0-0/labels/CD0606975_21559_2021-03.tif,3cl/v2-0-0/images/CD0606975_2021-03.tif,train
ET1521014,2,0.7282051282051282,3cl/v2-0-0/labels/ET1521014_8444_2022-03.tif,3cl/v2-0-0/images/ET1521014_2022-03.tif,train
ZW0218961,2,0.7687224669603524,3cl/v2-0-0/labels/ZW0218961_2712_2019-08.tif,3cl/v2-0-0/images/ZW0218961_2019-08.tif,train
NG0572058,2,0.8356164383561644,3cl/v2-0-0/labels/NG0572058_23845_2017-02.tif,3cl/v2-0-0/images/NG0572058_2017-02.tif,train
NG0495476,2,0.8043478260869565,3cl/v2-0-0/labels/NG0495476_16235_2021-08.tif,3cl/v2-0-0/images/NG0495476_2021-08.tif,train
BW0530142,2,0.825,3cl/v2-0-0/labels/BW0530142_8308_2021-06.tif,3cl/v2-0-0/images/BW0530142_2021-06.tif,train
ZW0103868,2,0.8303108808290155,3cl/v2-0-0/labels/ZW0103868_26571_2021-09.tif,3cl/v2-0-0/images/ZW0103868_2021-09.tif,train
TZ0435148,2,0.7282051282051282,3cl/v2-0-0/labels/TZ0435148_36940_2023-11.tif,3cl/v2-0-0/images/TZ0435148_2023-11.tif,train
ET1217641,2,0.7282051282051282,3cl/v2-0-0/labels/ET1217641_34513_2023-04.tif,3cl/v2-0-0/images/ET1217641_2023-04.tif,train
ZW0088435,2,0.706386292834891,3cl/v2-0-0/labels/ZW0088435_29749_2023-09.tif,3cl/v2-0-0/images/ZW0088435_2023-09.tif,train
NG1602091,2,0.7687224669603524,3cl/v2-0-0/labels/NG1602091_24241_2022-04.tif,3cl/v2-0-0/images/NG1602091_2022-04.tif,train
BF0820637,2,0.7282051282051282,3cl/v2-0-0/labels/BF0820637_6171_2018-02.tif,3cl/v2-0-0/images/BF0820637_2018-02.tif,train
ZM2288194,2,0.8117408906882592,3cl/v2-0-0/labels/ZM2288194_3277_2021-06.tif,3cl/v2-0-0/images/ZM2288194_2021-06.tif,train
SN0324279,2,0.8043478260869565,3cl/v2-0-0/labels/SN0324279_27689_2023-04.tif,3cl/v2-0-0/images/SN0324279_2023-04.tif,train
SD5913332,2,0.706386292834891,3cl/v2-0-0/labels/SD5913332_25029_2018-08.tif,3cl/v2-0-0/images/SD5913332_2018-08.tif,train
TZ2153726,2,0.825,3cl/v2-0-0/labels/TZ2153726_4864_2018-08.tif,3cl/v2-0-0/images/TZ2153726_2018-08.tif,train
TD3935791,2,0.6941747572815534,3cl/v2-0-0/labels/TD3935791_11164_2022-08.tif,3cl/v2-0-0/images/TD3935791_2022-08.tif,train
NG1163411,2,0.7282051282051282,3cl/v2-0-0/labels/NG1163411_575_2022-03.tif,3cl/v2-0-0/images/NG1163411_2022-03.tif,train
NG0873727,2,0.8117408906882592,3cl/v2-0-0/labels/NG0873727_19715_2019-02.tif,3cl/v2-0-0/images/NG0873727_2019-02.tif,train
BJ0359682,2,0.8707482993197279,3cl/v2-0-0/labels/BJ0359682_33227_2020-12.tif,3cl/v2-0-0/images/BJ0359682_2020-12.tif,train
SD4127452,2,0.7239819004524887,3cl/v2-0-0/labels/SD4127452_28579_2023-03.tif,3cl/v2-0-0/images/SD4127452_2023-03.tif,train
SD4642876,2,0.825,3cl/v2-0-0/labels/SD4642876_15417_2020-12.tif,3cl/v2-0-0/images/SD4642876_2020-12.tif,train
BF0646813,2,0.8117408906882592,3cl/v2-0-0/labels/BF0646813_36236_2017-02.tif,3cl/v2-0-0/images/BF0646813_2017-02.tif,train
MW0374809,2,0.8043478260869565,3cl/v2-0-0/labels/MW0374809_32308_2023-09.tif,3cl/v2-0-0/images/MW0374809_2023-09.tif,train
NG1572656,2,0.7282051282051282,3cl/v2-0-0/labels/NG1572656_7720_2017-08.tif,3cl/v2-0-0/images/NG1572656_2017-08.tif,train
ZW0404519,2,0.7239819004524887,3cl/v2-0-0/labels/ZW0404519_14744_2017-08.tif,3cl/v2-0-0/images/ZW0404519_2017-08.tif,train
NG0123539,2,0.706386292834891,3cl/v2-0-0/labels/NG0123539_31024_2019-08.tif,3cl/v2-0-0/images/NG0123539_2019-08.tif,train
SD6151526,2,0.825,3cl/v2-0-0/labels/SD6151526_6851_2021-03.tif,3cl/v2-0-0/images/SD6151526_2021-03.tif,train
ML3979116,2,0.7282051282051282,3cl/v2-0-0/labels/ML3979116_34703_2020-02.tif,3cl/v2-0-0/images/ML3979116_2020-02.tif,train
NA0128737,2,0.7970297029702971,3cl/v2-0-0/labels/NA0128737_37507_2023-06.tif,3cl/v2-0-0/images/NA0128737_2023-06.tif,train
SD4223196,2,0.825,3cl/v2-0-0/labels/SD4223196_16413_2021-01.tif,3cl/v2-0-0/images/SD4223196_2021-01.tif,train
ZM0618446,2,0.825,3cl/v2-0-0/labels/ZM0618446_4950_2018-08.tif,3cl/v2-0-0/images/ZM0618446_2018-08.tif,train
SD4427016,2,0.8043478260869565,3cl/v2-0-0/labels/SD4427016_16424_2017-02.tif,3cl/v2-0-0/images/SD4427016_2017-02.tif,train
RW0009620,2,0.8117408906882592,3cl/v2-0-0/labels/RW0009620_2026_2021-11.tif,3cl/v2-0-0/images/RW0009620_2021-11.tif,train
ZM2281488,2,0.8303108808290155,3cl/v2-0-0/labels/ZM2281488_26533_2019-08.tif,3cl/v2-0-0/images/ZM2281488_2019-08.tif,train
AO2944240,2,0.7239819004524887,3cl/v2-0-0/labels/AO2944240_19814_2020-10.tif,3cl/v2-0-0/images/AO2944240_2020-10.tif,train
TZ1557232,2,0.825,3cl/v2-0-0/labels/TZ1557232_25753_2017-08.tif,3cl/v2-0-0/images/TZ1557232_2017-08.tif,train
ZM2329248,2,0.8356164383561644,3cl/v2-0-0/labels/ZM2329248_19751_2018-08.tif,3cl/v2-0-0/images/ZM2329248_2018-08.tif,train
ET0652424,2,0.7687224669603524,3cl/v2-0-0/labels/ET0652424_8398_2021-04.tif,3cl/v2-0-0/images/ET0652424_2021-04.tif,train
UG0263037,2,0.8043478260869565,3cl/v2-0-0/labels/UG0263037_21035_2021-09.tif,3cl/v2-0-0/images/UG0263037_2021-09.tif,train
NG2117361,2,0.7687224669603524,3cl/v2-0-0/labels/NG2117361_1936_2020-02.tif,3cl/v2-0-0/images/NG2117361_2020-02.tif,train
CM0302231,2,0.7239819004524887,3cl/v2-0-0/labels/CM0302231_26996_2020-02.tif,3cl/v2-0-0/images/CM0302231_2020-02.tif,train
SD5007208,2,0.7970297029702971,3cl/v2-0-0/labels/SD5007208_14408_2019-02.tif,3cl/v2-0-0/images/SD5007208_2019-02.tif,train
TD3507493,2,0.8707482993197279,3cl/v2-0-0/labels/TD3507493_35065_2020-02.tif,3cl/v2-0-0/images/TD3507493_2020-02.tif,train
NA0187147,2,0.7687224669603524,3cl/v2-0-0/labels/NA0187147_11974_2019-02.tif,3cl/v2-0-0/images/NA0187147_2019-02.tif,train
TZ0826578,2,0.8303108808290155,3cl/v2-0-0/labels/TZ0826578_2620_2019-08.tif,3cl/v2-0-0/images/TZ0826578_2019-08.tif,train
ET2811719,2,0.8356164383561644,3cl/v2-0-0/labels/ET2811719_3667_2020-02.tif,3cl/v2-0-0/images/ET2811719_2020-02.tif,train
MW0081869,2,0.7282051282051282,3cl/v2-0-0/labels/MW0081869_2657_2018-08.tif,3cl/v2-0-0/images/MW0081869_2018-08.tif,train
MW0140513,2,0.8117408906882592,3cl/v2-0-0/labels/MW0140513_35246_2020-09.tif,3cl/v2-0-0/images/MW0140513_2020-09.tif,train
NE3653783,2,0.8117408906882592,3cl/v2-0-0/labels/NE3653783_10824_2021-12.tif,3cl/v2-0-0/images/NE3653783_2021-12.tif,train
ML2907673,2,0.7282051282051282,3cl/v2-0-0/labels/ML2907673_7468_2021-04.tif,3cl/v2-0-0/images/ML2907673_2021-04.tif,train
ML4065219,2,0.7239819004524887,3cl/v2-0-0/labels/ML4065219_15131_2020-02.tif,3cl/v2-0-0/images/ML4065219_2020-02.tif,train
TZ3064906,2,0.7282051282051282,3cl/v2-0-0/labels/TZ3064906_32931_2023-09.tif,3cl/v2-0-0/images/TZ3064906_2023-09.tif,train
GH0052941,2,0.706386292834891,3cl/v2-0-0/labels/GH0052941_29101_2023-03.tif,3cl/v2-0-0/images/GH0052941_2023-03.tif,train
KE1179586,2,0.8707482993197279,3cl/v2-0-0/labels/KE1179586_5339_2020-02.tif,3cl/v2-0-0/images/KE1179586_2020-02.tif,train
ML3709705,2,0.8303108808290155,3cl/v2-0-0/labels/ML3709705_27230_2023-04.tif,3cl/v2-0-0/images/ML3709705_2023-04.tif,train
BI0008918,2,0.8356164383561644,3cl/v2-0-0/labels/BI0008918_5090_2020-11.tif,3cl/v2-0-0/images/BI0008918_2020-11.tif,train
SD4141270,2,0.8356164383561644,3cl/v2-0-0/labels/SD4141270_20919_2018-02.tif,3cl/v2-0-0/images/SD4141270_2018-02.tif,train
TZ0531045,2,0.8707482993197279,3cl/v2-0-0/labels/TZ0531045_12448_2021-10.tif,3cl/v2-0-0/images/TZ0531045_2021-10.tif,train
NG1211826,2,0.8356164383561644,3cl/v2-0-0/labels/NG1211826_27474_2018-02.tif,3cl/v2-0-0/images/NG1211826_2018-02.tif,train
NG0662255,2,0.8303108808290155,3cl/v2-0-0/labels/NG0662255_8739_2021-04.tif,3cl/v2-0-0/images/NG0662255_2021-04.tif,train
NG1379666,2,0.7239819004524887,3cl/v2-0-0/labels/NG1379666_18252_2022-04.tif,3cl/v2-0-0/images/NG1379666_2022-04.tif,train
UG0055085,2,0.7970297029702971,3cl/v2-0-0/labels/UG0055085_12504_2021-04.tif,3cl/v2-0-0/images/UG0055085_2021-04.tif,train
MZ2429485,2,0.7687224669603524,3cl/v2-0-0/labels/MZ2429485_33898_2022-07.tif,3cl/v2-0-0/images/MZ2429485_2022-07.tif,train
BI0069394,2,0.7970297029702971,3cl/v2-0-0/labels/BI0069394_37522_2022-06.tif,3cl/v2-0-0/images/BI0069394_2022-06.tif,train
KE1222085,2,0.8043478260869565,3cl/v2-0-0/labels/KE1222085_15079_2022-05.tif,3cl/v2-0-0/images/KE1222085_2022-05.tif,train
ZW1219935,2,0.8707482993197279,3cl/v2-0-0/labels/ZW1219935_38396_2021-06.tif,3cl/v2-0-0/images/ZW1219935_2021-06.tif,train
SD5661634,1d,0.825,3cl/v2-0-0/labels/SD5661634_41108_2018-02.tif,3cl/v2-0-0/images/SD5661634_2018-02.tif,train
TZ0557010,2,0.706386292834891,3cl/v2-0-0/labels/TZ0557010_25507_2017-08.tif,3cl/v2-0-0/images/TZ0557010_2017-08.tif,train
SD4432696,2,0.8356164383561644,3cl/v2-0-0/labels/SD4432696_31337_2023-04.tif,3cl/v2-0-0/images/SD4432696_2023-04.tif,train
ZM1649953,2,0.8356164383561644,3cl/v2-0-0/labels/ZM1649953_12603_2021-06.tif,3cl/v2-0-0/images/ZM1649953_2021-06.tif,train
ET1110851,2,0.7970297029702971,3cl/v2-0-0/labels/ET1110851_27048_2017-02.tif,3cl/v2-0-0/images/ET1110851_2017-02.tif,train
ZA0801057,2,0.7687224669603524,3cl/v2-0-0/labels/ZA0801057_32860_2020-07.tif,3cl/v2-0-0/images/ZA0801057_2020-07.tif,train
BF0622496,2,0.8356164383561644,3cl/v2-0-0/labels/BF0622496_29109_2023-04.tif,3cl/v2-0-0/images/BF0622496_2023-04.tif,train
ZW1155358,2,0.8117408906882592,3cl/v2-0-0/labels/ZW1155358_8230_2018-08.tif,3cl/v2-0-0/images/ZW1155358_2018-08.tif,train
TG0165063,2,0.8356164383561644,3cl/v2-0-0/labels/TG0165063_28935_2023-03.tif,3cl/v2-0-0/images/TG0165063_2023-03.tif,train
SD4783621,2,0.825,3cl/v2-0-0/labels/SD4783621_4618_2020-02.tif,3cl/v2-0-0/images/SD4783621_2020-02.tif,train
TZ1374191,2,0.8707482993197279,3cl/v2-0-0/labels/TZ1374191_33064_2022-09.tif,3cl/v2-0-0/images/TZ1374191_2022-09.tif,train
TZ0818490,2,0.8303108808290155,3cl/v2-0-0/labels/TZ0818490_36510_2018-08.tif,3cl/v2-0-0/images/TZ0818490_2018-08.tif,train
ZA1056102,2,0.8117408906882592,3cl/v2-0-0/labels/ZA1056102_8098_2017-08.tif,3cl/v2-0-0/images/ZA1056102_2017-08.tif,train
BF0610663,2,0.8117408906882592,3cl/v2-0-0/labels/BF0610663_28905_2023-12.tif,3cl/v2-0-0/images/BF0610663_2023-12.tif,train
ZM0538184,2,0.7282051282051282,3cl/v2-0-0/labels/ZM0538184_34225_2023-06.tif,3cl/v2-0-0/images/ZM0538184_2023-06.tif,train
SD5472227,2,0.7687224669603524,3cl/v2-0-0/labels/SD5472227_7859_2018-02.tif,3cl/v2-0-0/images/SD5472227_2018-02.tif,train
TD4039541,2,0.8117408906882592,3cl/v2-0-0/labels/TD4039541_19529_2021-03.tif,3cl/v2-0-0/images/TD4039541_2021-03.tif,train
ZW0826445,2,0.7282051282051282,3cl/v2-0-0/labels/ZW0826445_18678_2017-08.tif,3cl/v2-0-0/images/ZW0826445_2017-08.tif,train
TZ2441903,1d,0.825,3cl/v2-0-0/labels/TZ2441903_40859_2021-07.tif,3cl/v2-0-0/images/TZ2441903_2021-07.tif,train
ZW0613606,2,0.8117408906882592,3cl/v2-0-0/labels/ZW0613606_9282_2020-07.tif,3cl/v2-0-0/images/ZW0613606_2020-07.tif,train
ZM1264959,2,0.706386292834891,3cl/v2-0-0/labels/ZM1264959_14692_2022-06.tif,3cl/v2-0-0/images/ZM1264959_2022-06.tif,train
KE1583283,2,0.8117408906882592,3cl/v2-0-0/labels/KE1583283_4221_2022-05.tif,3cl/v2-0-0/images/KE1583283_2022-05.tif,train
UG0125148,2,0.8356164383561644,3cl/v2-0-0/labels/UG0125148_5946_2021-04.tif,3cl/v2-0-0/images/UG0125148_2021-04.tif,train
KE1484949,2,0.8356164383561644,3cl/v2-0-0/labels/KE1484949_22775_2021-12.tif,3cl/v2-0-0/images/KE1484949_2021-12.tif,train
ET3299004,2,0.8707482993197279,3cl/v2-0-0/labels/ET3299004_29590_2020-02.tif,3cl/v2-0-0/images/ET3299004_2020-02.tif,train
KE1239286,2,0.7970297029702971,3cl/v2-0-0/labels/KE1239286_32325_2019-02.tif,3cl/v2-0-0/images/KE1239286_2019-02.tif,train
GM0022416,2,0.8356164383561644,3cl/v2-0-0/labels/GM0022416_17977_2022-04.tif,3cl/v2-0-0/images/GM0022416_2022-04.tif,train
ZM1726672,2,0.706386292834891,3cl/v2-0-0/labels/ZM1726672_7111_2017-08.tif,3cl/v2-0-0/images/ZM1726672_2017-08.tif,train
NG1679141,2,0.8356164383561644,3cl/v2-0-0/labels/NG1679141_2468_2021-03.tif,3cl/v2-0-0/images/NG1679141_2021-03.tif,train
AO2003624,2,0.8117408906882592,3cl/v2-0-0/labels/AO2003624_21124_2020-11.tif,3cl/v2-0-0/images/AO2003624_2020-11.tif,train
TZ1093229,2,0.7687224669603524,3cl/v2-0-0/labels/TZ1093229_11759_2018-08.tif,3cl/v2-0-0/images/TZ1093229_2018-08.tif,train
TG0014346,2,0.6941747572815534,3cl/v2-0-0/labels/TG0014346_3529_2021-08.tif,3cl/v2-0-0/images/TG0014346_2021-08.tif,train
CD5852755,2,0.7282051282051282,3cl/v2-0-0/labels/CD5852755_2639_2019-08.tif,3cl/v2-0-0/images/CD5852755_2019-08.tif,train
ET0899229,2,0.8303108808290155,3cl/v2-0-0/labels/ET0899229_10566_2021-04.tif,3cl/v2-0-0/images/ET0899229_2021-04.tif,train
ZW0151621,2,0.7687224669603524,3cl/v2-0-0/labels/ZW0151621_7131_2020-07.tif,3cl/v2-0-0/images/ZW0151621_2020-07.tif,train
ZA1235473,2,0.7687224669603524,3cl/v2-0-0/labels/ZA1235473_26223_2018-08.tif,3cl/v2-0-0/images/ZA1235473_2018-08.tif,train
ZW0552627,2,0.8356164383561644,3cl/v2-0-0/labels/ZW0552627_11434_2021-06.tif,3cl/v2-0-0/images/ZW0552627_2021-06.tif,train
